id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
2038,8,8.5,C,2038 - Les montants investis dans des Fonds Commun de Placement dans l 'Innovation (FCPI) sont-ils bloqués pendant plusieurs années ?,Non pas obligatoirement contrairement aux Fonds d 'Investissement de Proximité mais si l 'investisseur les conserve 5 ans il bénéficie d 'une réduction d 'impôt,Oui pendant une durée de 5 ans qui permet de bénéficier d 'une réduction d 'impôt,Oui en général pour une durée de 7 à 10 ans plus longue que la durée de blocage de 5 ans nécessaire pour bénéficier d 'une réduction d 'impôt,C,"Articles R214-53, L214-28 VII CMF
Article 163 quinquies B CGI"
154,9,9.1,C,154 - Qui fixe les principes applicables en matière de suspension des négociations en cas de variation importante du cours de bourse ?,L'ACPR (Autorité de Contrôle Prudentiel et de Résolution),L'AMF (Autorité des Marchés Financiers),L'entreprise de marché,C,514-3 Règlement Général de l'AMF
2039,9,9.1,C,2039 - Que permet le SRD aux investisseurs ?,De réduire les frais de courtage,D'investir sur les valeurs cotées au fixing,De négocier à terme des instruments financiers,C,"Voir le site Euronext :
https://www.boursedeparis.fr/centre-d-apprentissage/actions/srd"
2040,9,9.1,C,"2040 - Un internalisateur systématique est un prestataire de services d'investissement qui, de façon organisée, fréquente et systématique, négocie pour compte propre en exécutant les ordres de ses clients :",Dans le cadre d'un marché réglementé,Dans le cadre d'un système multilatéral de négociation,En dehors d'un marché réglementé,C,CMF L.533-32 et suivants
2041,9,9.1,C,2041 - A quelles positions sur dérivés de matières premières s'appliquent les limites imposées par MIF2 ?,Aux positions acheteuses,Aux positions vendeuses,Aux positions nettes,C,Article 580-1 du RG AMF
2042,9,9.1,C,2042 - Les internalisateurs systématiques sont des prestataires de services d'investissement qui :,Font exécuter les ordres de leurs clients sur le marché réglementé,Mettent en relation des clients souhaitant vendre des instruments financiers avec des clients potentiellement acheteurs,Exécutent les ordres de leurs clients face à leur compte propre,C,Article L533-32 du code monétaire et financier
2043,9,9.1,C,"2043 - En France, quelle est l'autorité compétente pour accorder le statut de marché réglementé?",Le Président de l'Autorité des Marchés Financiers (AMF) sur proposition de l'Autorité de Contrôle Prudentiel et de Résolution (ACPR),Le Ministre de l'Economie sur proposition de l'Autorité des Marchés Financiers (AMF),Le Ministre de l'Economie sur proposition de l'Autorité de Contrôle Prudentiel et de Résolution (ACPR),B,Article L 421-4 CMF
2044,9,9.1,C,2044 - Que permet le SRD (Service à Règlement Différé) aux investisseurs ?,De régler les titres achetés ou de livrer les titres vendus en fin de mois boursier.,D'acquérir des valeurs de jeunes sociétés à faible capitalisation en les réglant à terme.,D'intervenir sur les marchés dérivés.,A,"RG AMF, art. 516-1, 315 et s. / Instruction Euronext N4-02 du 5 mai 2015."
2045,9,9.1,C,2045 - Un marché réglementé :,"Est un système multilatéral exploité et/ou géré par une entreprise de marché, sur lequel il existe des règles de fonctionnement et d'admission très précises.",Est un marché sur lequel les seuls intervenants sont les établissements de crédit.,Est un marché sur lequel seuls les titres de la dette publique sont échangés.,A,http://www.amf-france.org/affiche_page.asp?urldoc=lexique.htm&lang=fr#m
2046,9,9.1,C,2046 - Une entreprise de marché doit avoir la forme :,D'une société commerciale,D'un groupement d'intérêt économique,D'une administration publique,A,Article L421-2 du code monétaire et financier
2047,9,9.1,C,2047 - En quoi consiste l'internalisation systématique ?,A transmettre les ordres de la clientèle à un marché domestique réglementé,A exécuter les ordres de la clientèle en se portant directement contrepartie,A exécuter les ordres de la clientèle sur un marché réglementé,B,Article L533-32 du CMF
2048,9,9.1,C,2048 - Le Service de Règlement Différé (SRD) permet :,Le dénouement de l'opération 3 jours après l'exécution de l'ordre,Le dénouement de l'opération le dernier jour du mois boursier,Le report de la position acheteuse uniquement,B,amf-france.org/Epargne-Info-Service/Videos-et-outils/Question-Reponses / Comment le service à règlement différé (SRD) fonctionne t'il ?
2049,9,9.1,C,2049 - L'obligation de publication de prix s'applique :,A tous les internalisateurs systématiques,Aux internalisateurs systématiques qui effectuent des transactions ne dépassant pas la taille standard de marché,Aux internalisateurs systématiques qui effectuent des transactions supérieures à la taille standard de marché,B,https://www.amf-france.org/Acteurs-et-produits/Marches-financiers-et-infrastructures/Autres-lieux-de-negociation/Internalisateur-systematique et Règlement 600/2014 UE intro point 21
2050,9,9.1,C,2050 - Un Système Multilatéral de Négociation (SMN) a pour principale mission :,D'autoriser les négociations sur des instruments financiers entre les établissements financiers,De contrôler les rencontres sur des instruments financiers entre les vendeurs et les acheteurs,D'assurer la rencontre de multiples intérêts acheteurs et vendeurs sur des instruments financiers,C,CMF art. L. 424-1
2051,9,9.1,C,2051 - L'appellation de marché réglementé désigne :,Une plate-forme disposant d'une reconnaissance spécifique attribuée par le ministre en charge de l'économie sur proposition de l'AMF,Toute plate-forme de négociation assurant l'exécution d'ordres d'achat et de vente,Toute plate-forme spécialisée dans l'exécution d'ordres sur des produits complexes,A,Article L421-4 du code monétaire et financier
2052,9,9.1,C,2052 - Que signifie l'acronyme SRD ?,Solution de Règlement différé,Système de Règlement différé,Service de Règlement différé,C,Articles 516-1 et suiv.du RG AMF
2053,9,9.2,A,2053 - Un ordre au marché :,Est prioritaire en termes d'exécution par rapport aux autres types d'ordres,Comporte un prix minimum pour un ordre de vente et un prix maximum pour un ordre d'achat,Est exécuté au plus mauvais prix disponible lorsqu'il atteint le carnet d'ordres central,A,Euronext - Trading manual for the Optiq trading platform - publié le 3 juin 2019 - 2.1.1 Pure Market orders
2055,9,9.2,A,2055 - Quel est l'impact d'un ordre à seuil ou à plage de déclenchement durant les périodes d'accumulations des ordres ?,"Il participe à la formation du cours théorique d'ouverture, qu'il soit déclenchable ou pas.",Il ne participe pas à la formation théorique du cours,Il ne participe à la formation théorique du cours que s'il est déclenchable.,B,"Instruction E 4-01 Euronext, article 2.1.3"
2056,9,9.2,A,2056 - Quel est l'intérêt pour un investisseur de passer un ordre indexé ?,L'ordre indexé est transformé en ordre à cours limité au prix de la meilleure contrepartie au moment de son arrivée sur le marché.,L'ordre indexé permet à l'investisseur de bénéficier en permanence de la meilleure demande ou de la meilleure offre disponible dans le carnet d'ordres central.,L'ordre indexé est exécuté au cours de clôture de la veille.,B,"Règles harmonisées d'Euronext, livre I, art. 4203/4 (https://www.euronext.com/fr/regulation/harmonised-rules) / Manuel de négociation, art. 2.1.7."
2057,9,9.2,A,"2057 - Un ordre ""au marché"" est :",Obligatoirement un ordre avec une limite de prix,Prioritaire sur tout autre ordre,Un ordre permettant une maîtrise des prix,B,amf-france.org/Epargne-Info-Service/Videos-et-outils/Videos/Un-nouveau-tutoriel-pour-maitriser-vos-ordres-de-bourse-.html
2058,9,9.2,A,"2058 - L'ordre de bourse ""au marché"" :",Consiste à vendre ou à acheter sans limite de prix dans la limite des quantités disponibles,Permet aux investisseurs de définir le prix à partir duquel l'achat ou la vente se fera,N'est jamais prioritaire sur les autres types d'ordres,A,"Site internet AMF, Lexique, Ordre de bourse au marché (https://www.amf-france.org/En-plus/Lexique#)"
2059,9,9.2,A,"2059 - Selon les règles de marché d'Euronext, les ordres à prix limité sont exécutés avec la priorité suivante :","La taille de l'ordre d'abord, puis l'ordre d'arrivée dans le carnet d'ordres central","La limite de prix d'abord, puis l'ordre d'arrivée dans le carnet d'ordres central",Uniquement l'ordre d'arrivée dans le carnet d'ordres central,B,Euronext - Trading manual for the Optiq trading platform - publié le 3 juin 2019 -2.1.2 Limit orders
2060,9,9.2,A,2060 - La suspension de cotation d'un titre sur un marché financier :,Peut être effectuée à l'initiative de l'AMF uniquement,Se traduit par un arrêt définitif de la cotation du titre concerné sur ledit marché,"Vise à protéger le titre et à garantir la bonne circulation d'une information, à un moment donné, à l'ensemble des investisseurs",C,"Site internet de l'AMF, Dans quelles circonstances la cotation d'un titre peut-elle être suspendue ? (https://www.amf-france.org/Epargne-Info-Service/Actualites-EIS/Suspension-de-contation?xtcr=3&isSearch=true&lastSearchPage=https%3A%2F%2Fwww.amf-france.o"
2061,9,9.2,A,2061 - Comment fonctionne la cotation au fixing ?,Le fixing ne peut pas être utilisé pour les actions à moindre liquidité d'Euronext Access.,"Le fixing est utilisé, entre autres, pour les actions à moindre liquidité d'Euronext Access.",Le fixing permet d'établir un cours quatre fois par jour.,B,"Règles harmonisées d'Euronext, livre I, art. 4301 et s."
2062,9,9.2,A,"2062 - Quel est le niveau de priorité d'un ordre ""au marché"" ?",Il n'est pas prioritaire par rapport aux ordres à cours limite car il ne précise pas de prix,Il est prioritaire par rapport aux ordres à cours limite car il peut s'exécuter à n'importe quel prix,Il est relégué en fin de carnet d'ordres,B,"Instruction E 4-01 Euronext, article 2.1.1"
2063,9,9.2,A,"2063 - Concernant le carnet d'ordres, quelle affirmation est exacte ?",Les ordres sont classés de façon croissante à l'achat et à la vente,Les ordres sont exécutés en priorité en fonction du prix,Les ordres sont exécutés en priorité en fonction de leur heure d'arrivée sur le marché,B,abcbourse.com/apprendre/2_carnet_ordres.html - amf-france.org/En-plus/Lexique#
2064,9,9.2,A,"2064 - Un ordre ""à cours limité"" est : 
1. Exécuté immédiatement, éliminé sinon
2. Exécuté s'il y a des contreparties offrant un cours inférieur à la limite pour un achat ou supérieur pour une vente, éliminé sinon
3. Exécuté s'il y a des contreparties offrant",1,2,3,C,Règles harmonisées Euronext art 4203/1
2065,9,9.2,A,2065 - Les règles de priorité d'exécution des ordres en attente sur le carnet d'ordres électronique Euronext sont :,"Par limite de prix d'abord, puis par ordre chronologique","Par ordre chronologique d'abord, puis par type de donneur d'ordre",Le prix et la taille de l'ordre,A,"Règles de marché d'Euronext Paragraphe 4401/1, Harmonized Rulebook Euronext, 4401/1"
2066,9,9.2,A,2066 - Quel ordre de bourse est le plus simple et le plus sûr pour les investisseurs non avertis ?,"L'ordre ""à cours limité""","L'ordre ""à la meilleure limite""","L'ordre ""au marché""",A,"Site internet AMF, Comprendre les produits financiers, Actions / Obligations: Actions (https://www.amf-france.org/Epargne-Info-Service/Comprendre-les-produits-financiers/Actions-Obligations/Actions/Investir-en-actions-cotees-en-bourse ; https://www.youtub"
2067,9,9.2,A,"2067 - Sur le marché Euronext Paris, à quel moment des séances de cotation, le système détermine un prix d'équilibre (i.e. prix qui maximise le volume de titres échangés) ?",A la préouverture et pré-clôture,Au fixing d'ouverture et au fixing de clôture,Au dernier prix négocié,B,"Euronext, les Règles de marchés, livre 1, chapitre 4, art. 4303/1 et 2 et 4401/3"
2068,9,9.2,A,2068 - Que se passe-t-il pendant la période TAL (Trading at last) ?,Les exécutions se font au cours de clôture de la séance précédente,Les exécutions se font au cours d'ouverture du marché,Les exécutions se font au cours de clôture du marché,C,Manuel de négociation d'Euronext 1.4.3
2069,9,9.2,A,2069 - Que devient un ordre à la meilleure limite à l'ouverture ?,Il est transformé en ordre limité au cours d'ouverture.,"Il est transformé en ordre ""Au Marché"" après traitement de l'ouverture",Il est transformé en ordre à cours limite au premier cours après traitement de l'ouverture,A,"Instruction E 4-01 Euronext, article 2.2.3"
2070,9,9.2,A,2070 - Quelle est la caractéristique des ordres à seuil de déclenchement ?,"L'ordre à seuil de déclenchement ne peut être passé qu'à l'achat, jamais à la vente.",Un ordre de vente à seuil de déclenchement fixe un cours auquel et éventuellement au-dessous duquel l'ordre devra être exécuté.,Un ordre de vente à seuil de déclenchement fixe un cours auquel et éventuellement au-dessus duquel l'ordre devra être exécuté.,B,"Règles harmonisées d'Euronext, livre I, art. 4203/3 (https://www.euronext.com/fr/regulation/harmonised-rules) / Manuel de négociation, art. 2.1.3."
